OrderId,OrderItemId,ProductType,ProductItem,ProductPeriod,ProductDetails,ProductStorage
50114,18,SHELF_ITEM,"Yeast, dry, packets and jars",Use by date,unopened,SHELF
50115,1,BAKING,Baking powder,6 months,unopened,SHELF
50115,2,SHELF_ITEM,"Water, bottled",3 months,opened,SHELF
50115,3,SHELF_ITEM,"Tea, loose",2 years,unopened,SHELF
50115,4,FRUIT,Citrus Fruit,1-2 weeks,,REFRIGERATED
50115,5,SHELF_ITEM,"Coffee, non-vacuum bag ground, in cans",2 weeks,opened,REFRIGERATED
50115,6,DELI_ITEM,"Salads containing meat, fish, poultry or eggs",,Do not freeze,FROZEN
50115,7,SHELF_ITEM,"Garlic, chopped",date on jar,opened,REFRIGERATED
50115,8,COOKIES,"Cookies, packaged",2 months,unopened,SHELF
50115,9,FISH,"Fatty fish (bluefish, mackerel, mullet, salmon, tuna, etc.)",1-2 days,,REFRIGERATED
50115,10,SOY,"Soy or rice beverage, soy flour, de-fatted, low-fat",1 year,unopened,SHELF
50115,11,BAKERY,Quiche,2 hours,,SHELF
50115,12,FROZEN_ITEM,"TV Dinners, entrees,  breakfast",,Do not defrost. Cook frozen.,THAWED
50115,13,SHELF_ITEM,"Sauce mixes, nondairy cream sauces, milk solids",1 year,unopened,SHELF
50115,14,FRUIT,Kiwi Fruit,,Do not freeze,FROZEN
50115,15,SHELF_ITEM,"Jerky, commercially dried",2-3 months,opened,REFRIGERATED
50116,1,FRESH_POULTRY,"Chicken or turkey, whole",12 months,,FROZEN
50116,2,VEGETABLES,Ginger Root,1-2 days,,SHELF
50116,3,FROZEN_ITEM,"Fish, breaded",,Do not defrost. Cook frozen.,THAWED
50116,4,FRUIT,Citrus Fruit,,Do not freeze,FROZEN
50116,5,PROCESSED_POULTRY,Cooked poultry dishes,3-4 days,,REFRIGERATED
50116,6,CONDIMENTS,Mustard,1 month,opened,SHELF
50116,7,FROZEN_ITEM,Soy meat substitutes,12-18 months,,FROZEN
50116,8,DELI_ITEM,"Side dishes such as cooked vegetables, rice or potatoes",3-4 days,,REFRIGERATED
50116,9,SHELF_ITEM,"Tea, loose",6-12 months,opened,SHELF
50116,10,VEGETABLES,"Artichokes, whole",1-2 days,,SHELF
50116,11,DIARY,"Dips, sour cream based",2 weeks,,REFRIGERATED
50116,12,DIARY,Pudding,,Do not freeze,FROZEN
50117,1,CRACKERS,Crackers,8 months,unopened,SHELF
50117,2,VEGETABLES,Cucumbers,,Do not freeze,FROZEN
50117,3,SHELF_ITEM,"Rice, brown",1 year,opened,SHELF
50117,4,VEGETABLES,"Squash, winter",1 week,,SHELF
50117,5,DELI_ITEM,Pudding,Package date,unopened,REFRIGERATED
50117,6,SHELF_ITEM,"Marshmallows, marshmallow creme",2-4 months,unopened,SHELF
50117,7,BAKERY,"Rolls, yeast, partially baked",Package date,,SHELF
50117,8,VEGETABLES,"Onions, dry",2 months,,REFRIGERATED
50117,9,PROCESSED_MEAT,"Lunch meats, sealed in package",1-2 months,,FROZEN
50117,10,CONDIMENTS,Mustard,12 months,unopened,SHELF
50117,11,VEGETABLES,Celery,1-2 weeks,,REFRIGERATED
50118,1,SHELF_ITEM,"Tea, loose",2 years,unopened,SHELF
50118,2,BAKERY,"Cakes, pound cake",1 week,,REFRIGERATED
50118,3,SHELF_ITEM,"Baby food, cereal, dry mixes",2 months,opened,SHELF
50118,4,DIARY,"Cheese, hard (such as cheddar,  swiss, block parmesan)",6 months,,FROZEN
50118,5,BAKERY,"Rolls, yeast, baked",1 week,,REFRIGERATED
50118,6,VEGETABLES,Cucumbers,4-5 days,,REFRIGERATED
50118,7,FISH,Surimi seafood,3-4 days,,REFRIGERATED
50118,8,BAKERY,"Croissants, butter",2 months,,FROZEN
50118,9,VEGETABLES,Rutabagas,8-10 months,,FROZEN
50118,10,PROCESSED_MEAT,"Corned beef, in pouch with pickling juices",1 month,,FROZEN
50118,11,DIARY,"Shredded cheddar, mozzarella, etc.",3-4 months,,FROZEN
50118,12,BAKING,Cocoa and Cocoa Mixes,1 year,opened,SHELF
50118,13,PROCESSED_POULTRY,Cooked poultry dishes,3-4 days,,REFRIGERATED
50118,14,SMOKEDFISH,"Salmon, whitefish, hot smoked",14 days,,REFRIGERATED
50118,15,FISH,"Cooked fish, all",1-2 months,,FROZEN
50118,16,SHELF_ITEM,"Peanut butter, commercial",6-9 months,unopened,SHELF
50118,17,SHELF_ITEM,"Garlic, chopped",18 months,unopened,SHELF
50119,1,BAKERY,"Rolls, yeast, partially baked",1 week,,REFRIGERATED
50119,2,SMOKEDFISH,"Salmon, whitefish, hot smoked",14 days,,REFRIGERATED
50119,3,FRUIT,Bananas,2 days,skin will blacken,REFRIGERATED
50119,4,SHELF_ITEM,"Coffee, instant, jars and tins",12 months,unopened,SHELF
50119,5,FROZEN_ITEM,"Shrimp, shellfish",12 months,,FROZEN
50119,6,BAKING,Baking soda,6 months,opened,SHELF
50119,7,CONDIMENTS,"Salsa, picante & taco sauces",12 months,unopened,SHELF
50119,8,SHELF_ITEM,"Garlic, commercial jars",8 months,unopened,SHELF
50119,9,SOY,"Soy or rice beverage, Textured soy protein (TSP)",2 years,unopened,SHELF
50119,10,SHELF_ITEM,"Soda such as carbonated cola drinks, mixers: regular sodas, bottles",2 weeks,opened,SHELF
50119,11,BAKERY,"Bread, flat (tortillas, pita)",4-7 days,,REFRIGERATED
50119,12,SOY,Tofu,1 week,,REFRIGERATED
50119,13,DELI_ITEM,"Salads, vegetable",,Do not freeze,FROZEN
50119,14,VEGETABLES,Corn on the cob,8 months,,FROZEN
50120,1,VEGETABLES,Beets,1 day,,SHELF
50120,2,FROZEN_ITEM,"Burritos, sandwiches",2 months,,FROZEN
50120,3,VEGETABLES,Eggplant,6-8 months,,FROZEN
50120,4,BAKERY,"Cakes, angel food",1 week,,REFRIGERATED
50120,5,SHELF_ITEM,"Potatoes, instant",6-12 months,opened,SHELF
50120,6,VEGETABLES,Eggplant,6-8 months,,FROZEN
50120,7,DELI_ITEM,"Chicken, rotisserie or fried",3-4 days,,REFRIGERATED
50120,8,BAKERY,"Bread, commercial*",3 months,,FROZEN
50120,9,VEGETABLES,Beets,1 day,,SHELF
50120,10,SHELF_ITEM,"Sugar, sugar substitutes",2 years,,SHELF
50120,11,BAKERY,Cheesecake,2-3 months,,FROZEN
50120,12,BAKERY,"Bread, flat (tortillas, pita)",2-4 days,,SHELF
50120,13,FRUIT,Coconuts,2-3 weeks,fresh,REFRIGERATED
50120,14,FROZEN_ITEM,"Pancakes, Waffles",3-4 days,,THAWED
50121,1,FROZEN_ITEM,Lobster tails,2 days,,THAWED
50121,2,BAKING,"Chocolate, unsweetened and semi-sweet, solid",18-24 months,unopened,SHELF
50121,3,SHELF_ITEM,"Tomatoes, sun dried, packed in cellophane",9 months,unopened,SHELF
50121,4,DIARY,"Cheese, soft (such as Brie, Bel Paese)",1 week,,REFRIGERATED
50121,5,SHELF_ITEM,"Sauce mixes, nondairy cream sauces, milk solids",1 year,unopened,SHELF
50121,6,PROCESSED_MEAT,"Lunch meats, after opening",1-2 months,,FROZEN
50121,7,BAKING,"Cake, Brownie, Bread Mixes",Pkg use-by date,opened,SHELF
50121,8,FROZEN_ITEM,"Fruit such as berries, melons",4-6 months,,FROZEN
50121,9,BAKERY,"Cakes, pound cake",3-4 days,,SHELF
50121,10,VEGETABLES,"Carrots, parsnips",3 weeks,,REFRIGERATED
50121,11,DIARY,"Eggs, raw whites, yolks*",12 months,,FROZEN
50121,12,SHELF_ITEM,"Juice, boxes",8-12 days,opened,REFRIGERATED
50121,13,FRESH_MEAT,Ground meat,1-2 days,,REFRIGERATED
50121,14,SHELF_ITEM,"Coffee, whole beans",2 weeks,opened,REFRIGERATED
50122,1,FROZEN_ITEM,Soy meat substitutes,12-18 months,,FROZEN
50122,2,SHELF_ITEM,"Lentils, dried",12 months,opened,SHELF
50122,3,SHELF_ITEM,Dry egg noodles,1-2 months,opened,SHELF
50122,4,DIARY,"Dips, sour cream based",,Do not freeze,FROZEN
50122,5,SHELF_ITEM,"Garlic, chopped",18 months,unopened,SHELF
50122,6,DOUGH,Cookie dough,2 months,,FROZEN
50122,7,PASTA,"Pasta, fresh",package date,,REFRIGERATED
50122,8,BAKING,Chocolate syrup,2 years,unopened,SHELF
50122,9,SHELLFISH,"Cooked shellfish, all",3-4 days,,REFRIGERATED
50122,10,SHELF_ITEM,"Marshmallows, marshmallow creme",2-4 months,unopened,SHELF
50122,11,SHELF_ITEM,"Rice, brown",1 year,unopened,SHELF
50122,12,VEGETABLES,Cabbage,1-2 weeks,,REFRIGERATED
50122,13,SHELF_ITEM,"Gravy, dry gravy mixes",1-2 days,opened,REFRIGERATED
50122,14,BAKERY,"Bread, commercial*",2-4 days,,SHELF
50122,15,SHELF_ITEM,"Peas, dried split",12 months,opened,SHELF
50122,16,SOY,Tofu,5 months,,FROZEN
50122,17,VEGETABLES,Potatoes,10-12 months,Cooked and mashed,FROZEN
50122,18,FROZEN_ITEM,"Pancakes, Waffles",2 months,,FROZEN
50123,1,FROZEN_ITEM,"Topping, whipped",6 months,,FROZEN
50123,2,BAKERY,"Bread, commercial*",2-4 days,,SHELF
50123,3,PROCESSED_MEAT,"Sausage, raw, bulk type",1-2 months,,FROZEN
50123,4,PROCESSED_POULTRY,Ground turkey or chicken,1-2 days,,REFRIGERATED
50123,5,SHELF_ITEM,"Beans, Dried",12 months,unopened,SHELF
50123,6,DIARY,Margarine,6 months,,REFRIGERATED
50123,7,BAKERY,"Bread, commercial*",2-4 days,,SHELF
50123,8,CONDIMENTS,Mustard,1 month,opened,SHELF
50123,9,SHELF_ITEM,"Fruits, dried",6 months,opened,REFRIGERATED
50123,10,VEGETABLES,Mushrooms,10-12 months,,FROZEN
50123,11,SOY,"Soy or rice beverage, refrigerated",7-10 days,,REFRIGERATED
50123,12,DIARY,Sour cream,7-21 days,,REFRIGERATED
50124,1,VEGETABLES,Asparagus,8 months,,FROZEN
50124,2,COOKIES,"Cookies, packaged",8-12 months,opened,FROZEN
50124,3,SHELF_ITEM,Honey,12 months,opened,SHELF
50124,4,BAKERY,Muffins,1-2 days,,SHELF
50124,5,SHELF_ITEM,"Peas, dried split",12 months,opened,SHELF
50124,6,VEGETABLES,"Parsley, cilantro",1-2 months,,FROZEN
50124,7,BAKERY,"Cakes, pound cake",6 months,,FROZEN
50124,8,SHELLFISH,Lobster tails,1-2 days,,REFRIGERATED
50124,9,SHELF_ITEM,"Jerky, commercially dried",12 months,unopened,SHELF
50124,10,DELI_ITEM,Cheesecake,1 week,,REFRIGERATED
50124,11,BAKERY,"Pastries, danish",1 week,,REFRIGERATED
50124,12,FISH,Surimi seafood,9 months,,FROZEN
50124,13,BAKERY,"Bread, commercial*",7-14 days,,REFRIGERATED
50125,1,SMOKEDFISH,"Salmon, whitefish, cold-smoked",5-8 days,,REFRIGERATED
50125,2,SHELF_ITEM,"Rice, brown",1 year,opened,SHELF
50125,3,FROZEN_ITEM,Tempeh,12 months,,FROZEN
50125,4,VEGETABLES,Cauliflower,10-12 months,,FROZEN
50125,5,SHELF_ITEM,"Coffee, non-vacuum bag ground, in cans",3-4 months,,FROZEN
50125,6,BAKERY,"Rolls, yeast, partially baked",2 months,,FROZEN
50125,7,DELI_ITEM,Meats covered with gravy or broth,1-2 days,,REFRIGERATED
50125,8,CONDIMENTS,"Barbecue sauce, bottled",4 months,opened,REFRIGERATED
50125,9,SHELF_ITEM,Honey,12 months,opened,SHELF
50125,10,VEGETABLES,Potatoes,10-12 months,Cooked and mashed,FROZEN
50125,11,SHELF_ITEM,"Garlic, commercial jars",date on jar,opened,REFRIGERATED
50125,12,BAKERY,"Cakes, chiffon, sponge",2 months,,FROZEN
50125,13,SHELF_ITEM,"Peas, dried split",12 months,opened,SHELF
50125,14,FROZEN_ITEM,Guacamole,3-4 months,,FROZEN
50125,15,FRESH_POULTRY,Giblets,3-4 months,,FROZEN
50125,16,DIARY,"Cottage cheese, ricotta",,Do not freeze,FROZEN
50125,17,SHELF_ITEM,"Cereal, ready-to-eat",6-12 months,unopened,SHELF
50126,1,SHELF_ITEM,Potato chips,1-2 weeks,opened,SHELF
50126,2,SMOKEDFISH,"Salmon, whitefish, cold-smoked",2 months,,FROZEN
50126,3,SHELLFISH,"Crab meat, fresh",1-2 days,,REFRIGERATED
50126,4,VEGETABLES,"Artichokes, whole",1-2 days,,SHELF
50126,5,BAKING,"Frosting, canned",1 week,opened,REFRIGERATED
50126,6,SHELF_ITEM,"Tomatoes, sun dried, packed in oil",6-12 months,opened,REFRIGERATED
50126,7,BAKERY,"Cakes, angel food",1 week,,REFRIGERATED
50126,8,SHELF_ITEM,"Nuts, jars or cans",1 month,opened,SHELF
50126,9,SHELF_ITEM,"Soda such as carbonated cola drinks, mixers: regular sodas, bottles",3 mos. after date,unopened,SHELF
50126,10,SHELF_ITEM,"Spices, ground",2-3 years,opened,SHELF
50126,11,SHELF_ITEM,"Soda such as carbonated cola drinks, mixers: diet sodas, bottles or cans",2-3 days,opened,REFRIGERATED
50126,12,SHELF_ITEM,"Tomatoes, sun dried, packed in oil",6-12 months,opened,REFRIGERATED
50126,13,SMOKEDFISH,"Salmon, whitefish, hot smoked",6 months,vacuum pkg,FROZEN
50126,14,VEGETABLES,"Peppers, bell or chile",6-8 months,,FROZEN
50126,15,SHELF_ITEM,"Baby food, meats & eggs",1 day,opened,REFRIGERATED
50126,16,DIARY,"Aerosol can, nondairy topping",,Do not freeze,FROZEN
50126,17,PROCESSED_POULTRY,Fried chicken,3-4 days,,REFRIGERATED
50126,18,PROCESSED_POULTRY,"Lunch meats, after opening",1-2 months,,FROZEN
50127,1,SHELLFISH,"Live clams, mussels, crab and oysters",1-2 days,,REFRIGERATED
50127,2,DIARY,"Eggs, hard cooked",,Do not freeze,FROZEN
50127,3,BAKERY,"Cookies, bakery or homemade",2-3 weeks,,SHELF
50127,4,SOY,"Soy or rice beverage, Re-hydrated TSP",3-4 days,opened,REFRIGERATED
50127,5,DELI_ITEM,Commercial brand vacuum packed dinners with USDA seal,2 weeks,,REFRIGERATED
50127,6,DIARY,Sour cream,7-21 days,,REFRIGERATED
50127,7,BAKERY,"Pies, fruit",8 months,,FROZEN
50127,8,SHELF_ITEM,"Sugar, sugar substitutes",2 years,,SHELF
50127,9,SHELF_ITEM,"Coffee, whole beans",1 week,opened,SHELF
50127,10,BAKERY,"Pies, chiffon",1-2 days,,REFRIGERATED
50127,11,FRESH_POULTRY,Giblets,1-2 days,,REFRIGERATED
50127,12,FRUIT,"Peaches, nectarines",2 months,"Sliced, lemon juice & sugar",FROZEN
50128,1,FISH,"Cooked fish, all",1-2 months,,FROZEN
50128,2,SOY,Tofu,1 week,,REFRIGERATED
50128,3,VEGETABLES,Ginger Root,1-2 weeks,,REFRIGERATED
50128,4,DIARY,"Dips, sour cream based",,Do not freeze,FROZEN
50128,5,DELI_ITEM,Cheesecake,2-3 months,,FROZEN
50128,6,DIARY,Margarine,12 months,,FROZEN
50128,7,DELI_ITEM,"Salads containing meat, fish, poultry or eggs",,Do not freeze,FROZEN
50128,8,FROZEN_ITEM,"Pancakes, Waffles",2 months,,FROZEN
50128,9,SHELF_ITEM,"Baby food, cereal, dry mixes",2 months,opened,SHELF
50128,10,SHELF_ITEM,"Toaster pastries, fruit filled",6 months,unopened,SHELF
50128,11,DIARY,"Cheese, processed slices",1-2 months,,REFRIGERATED
50128,12,FRUIT,Apricots,,Do not freeze,FROZEN
50128,13,SHELF_ITEM,"Nuts, jars or cans",12 months,unopened,SHELF
50128,14,BAKERY,"Rolls, filled, meat or vegetables",2 hours,,SHELF
50129,1,SHELF_ITEM,"Herbs, dried",1-2 years,unopened,SHELF
50129,2,PESTO,Pesto or Sala,package date,unopened,REFRIGERATED
50129,3,FROZEN_ITEM,Soy crumbles and hotdogs,9 months,,FROZEN
50129,4,VEGETABLES,Ginger Root,1-2 days,,SHELF
50129,5,PROCESSED_MEAT,"Lunch meats, after opening",3-5 days,,REFRIGERATED
50129,6,DIARY,"Dips, sour cream based",2 weeks,,REFRIGERATED
50129,7,VEGETABLES,"Broccoli, raab, rapini",3-5 days,,REFRIGERATED
50129,8,BAKERY,"Doughnuts, glazed or cake",1 month,,FROZEN
50129,9,VEGETABLES,Eggplant,6-8 months,,FROZEN
50129,10,SHELF_ITEM,Worcestershire Sauce,1 year,unopened,SHELF
50129,11,SHELF_ITEM,Spaghetti sauce in jars,4 days,opened,REFRIGERATED
50129,12,DELI_ITEM,"Side dishes such as cooked vegetables, rice or potatoes",1-2 months,,FROZEN
50129,13,BAKERY,"Pies, fruit",1-2 days,,SHELF
50129,14,FRUIT,Avocados,Until ripe,,SHELF
50129,15,SHELF_ITEM,"Soda such as carbonated cola drinks, mixers: regular sodas, bottles",3 mos. after date,unopened,SHELF
50129,16,PROCESSED_MEAT,"Lunch meats, sealed in package",1-2 months,,FROZEN
50129,17,DELI_ITEM,"Fruit, cut",Package date,unopened,REFRIGERATED
50129,18,VEGETABLES,Bok choy,2-3days,,REFRIGERATED
50130,1,VEGETABLES,Corn on the cob,1-2 days,,REFRIGERATED
50130,2,SHELF_ITEM,"Herbs, dried",1 year,"Cool, dark place",SHELF
50130,3,CRACKERS,Crackers,3-4 months,opened,REFRIGERATED
50130,4,PROCESSED_MEAT,"Hot dogs, sealed in package",2 weeks,,REFRIGERATED
50130,5,SHELF_ITEM,"Yeast, dry, packets and jars",Use by date,opened,REFRIGERATED
50130,6,SHELF_ITEM,"Jerky, commercially dried",12 months,unopened,SHELF
50130,7,FRUIT,Kiwi Fruit,3-4 days,,REFRIGERATED
50130,8,SHELF_ITEM,"Bacon Bits, Imitation",refer to jar,opened,REFRIGERATED
50130,9,BAKERY,"Cakes, fruit cake",12 months,,FROZEN
50130,10,DIARY,"Cottage cheese, ricotta",1 week,,REFRIGERATED
50130,11,BAKING,"Cornmeal, stone ground or blue",1 month,unopened,SHELF
50130,12,SHELF_ITEM,"Oils, vegetable oil sprays",1 year,opened,SHELF
50130,13,FROZEN_ITEM,"Burritos, sandwiches",2 months,,FROZEN
50130,14,FISH,Surimi seafood,package date,,REFRIGERATED
50130,15,DELI_ITEM,"Cheese, store-sliced, hard cheese such as cheddar or swiss",3-4 weeks,,REFRIGERATED
50131,1,PROCESSED_MEAT,"Lunch meats, after opening",1-2 months,,FROZEN
50131,2,SHELF_ITEM,"Syrup, genuine or real maple",12 months,opened,REFRIGERATED
50131,3,PROCESSED_MEAT,"Ham, fully cooked, whole",1-2 months,,FROZEN
50131,4,SHELF_ITEM,"Milk, canned evaporated",12 months,unopened,SHELF
50131,5,FROZEN_ITEM,"Fruit such as berries, melons",4-6 months,,FROZEN
50131,6,DIARY,Yogurt,1-2 months,,FROZEN
50131,7,SHELF_ITEM,Tapioca,12 months,opened,SHELF
50131,8,BAKING,"Cornmeal, regular, degerminated",6-12 months,unopened,SHELF
50131,9,DELI_ITEM,Olives,,Do not freeze,FROZEN
50131,10,DELI_ITEM,"Main dishes or meals, hot or refrigerated",2-3 months,,FROZEN
50131,11,COOKIES,"Cookies, packaged",2 months,unopened,SHELF
50131,12,FROZEN_ITEM,"Fish, raw",6 months,,FROZEN
50131,13,BAKERY,"Pastries, danish",1-2 days,,SHELF
50131,14,BAKERY,Quiche,2 hours,,SHELF
50131,15,SHELF_ITEM,"Extracts, vanilla, lemon, etc.",1 year,opened,SHELF
50131,16,SHELF_ITEM,"Oils, vegetable oil sprays",1 year,opened,SHELF
50131,17,DIARY,"Milk, plain or flavored",3 months,,FROZEN
50131,18,VEGETABLES,"Artichokes, whole",,Do not freeze,FROZEN
50132,1,VEGETABLES,Mushrooms,2-3 days,,REFRIGERATED
50132,2,SHELF_ITEM,"Coffee, whole beans",3-4 months,,FROZEN
50132,3,FRUIT,Grapes,1 month,Whole,FROZEN
50132,4,FRESH_MEAT,Cooked meats (after home cooking),2-3 months,,FROZEN
50132,5,SHELF_ITEM,"Spices, whole",2-4 years,opened,SHELF
50132,6,BAKERY,"Pies, chiffon",1-2 days,,REFRIGERATED
50132,7,DIARY,"Cheese, hard (such as cheddar,  swiss, block parmesan)",3-4 weeks,opened,REFRIGERATED
50132,8,FRESH_POULTRY,"Duckling or goose, whole",1-2 days,,REFRIGERATED
50132,9,SHELF_ITEM,"Gravy, dry gravy mixes",,Mix entire packet,SHELF
50132,10,CONDIMENTS,Pickles,12 months,unopened,SHELF
50132,11,SHELF_ITEM,"Cereal, cook before eating (oatmeal, etc.)",6-12 months,opened,SHELF
50133,1,SHELF_ITEM,"Spices, whole",2-4 years,opened,SHELF
50133,2,SHELF_ITEM,"Syrup, pancake",12 months,unopened,SHELF
50133,3,VEGETABLES,Turnips,2 weeks,,REFRIGERATED
50133,4,SHELF_ITEM,"Nuts, jars or cans",1 month,opened,SHELF
50133,5,SHELF_ITEM,"Garlic, chopped",date on jar,opened,REFRIGERATED
50133,6,SHELF_ITEM,Honey,12 months,unopened,SHELF
50133,7,FISH,"Lean fish (cod, flounder, haddock, halibut, sole, etc.)",1-2 days,,REFRIGERATED
50133,8,SHELF_ITEM,"Shortening, solid",3 months,opened,SHELF
50133,9,SHELLFISH,"Live clams, mussels, crab and oysters",1-2 days,,REFRIGERATED
50133,10,DIARY,Sour cream,7-21 days,,REFRIGERATED
50133,11,DOUGH,"Tube cans of biscuits, rolls, pizza dough, etc.",,Do not freeze,FROZEN
50133,12,VEGETABLES,Turnips,8-10 months,,FROZEN
50133,13,DELI_ITEM,"Salads, vegetable",3-5 days,,REFRIGERATED
50133,14,FROZEN_ITEM,"TV Dinners, entrees,  breakfast",,Do not defrost. Cook frozen.,THAWED
50134,1,SHELF_ITEM,"Peanut butter, commercial",6-9 months,unopened,SHELF
50134,2,BAKING,"Frosting, Frosting mixes",12 months,unopened,SHELF
50134,3,DELI_ITEM,Cheesecake,1 week,,REFRIGERATED
50134,4,SHELF_ITEM,"Peanut butter, commercial",2-3 months,opened,SHELF
50134,5,FISH,"Lean fish (pollock, ocean perch, rockfish, sea trout)",4 months,,FROZEN
50134,6,SHELLFISH,"Shrimp, scallops, crayfish, squid",3-6 months,,FROZEN
50134,7,SHELF_ITEM,"Soda such as carbonated cola drinks, mixers: diet sodas, bottles or cans",1 week,opened,SHELF
50134,8,SHELF_ITEM,"Baby food, formula",1-2 days,opened,REFRIGERATED
50134,9,FROZEN_ITEM,"Sausages, uncooked",1-2 days,,THAWED
50134,10,FISH,"Fatty fish (bluefish, mackerel, mullet, salmon, tuna, etc.)",2-3 months,,FROZEN
50134,11,FISH,"Caviar, fresh, in jar",,Do not freeze,FROZEN
50134,12,CONDIMENTS,Pickles,12 months,unopened,SHELF
50134,13,CONDIMENTS,"Salsa, picante & taco sauces",1 month,opened,REFRIGERATED
50134,14,VEGETABLES,Cauliflower,3-5 days,,REFRIGERATED
50134,15,FRUIT,Kiwi Fruit,3-4 days,,REFRIGERATED
50135,1,DIARY,"Cheese, soft (such as Brie, Bel Paese)",1 week,,REFRIGERATED
50135,2,BAKERY,"Pies, pecan",2 hours,,SHELF
50135,3,DELI_ITEM,Pudding,2 days,opened,REFRIGERATED
50135,4,FRUIT,"Papaya, mango",3-5 days,,SHELF
50135,5,BAKERY,"Pies, pumpkin",1-2 months,,FROZEN
50135,6,SHELLFISH,Lobster tails,1-2 days,,REFRIGERATED
50135,7,FRESH_POULTRY,Giblets,1-2 days,,REFRIGERATED
50135,8,BAKERY,"Pies, fruit",1-2 days,,SHELF
50135,9,FRUIT,"Peaches, nectarines",2 months,"Sliced, lemon juice & sugar",FROZEN
50135,10,CONDIMENTS,"Mayonnaise, commercial",2 months,opened,REFRIGERATED
50135,11,PROCESSED_MEAT,"Ham, canned (""keep refrigerated"" label)",,Do not freeze,FROZEN
50135,12,FROZEN_ITEM,Guacamole,3-4 days,,THAWED
50135,13,FRUIT,Citrus Fruit,10 days,,SHELF
50136,1,DELI_ITEM,Olives,,Do not freeze,FROZEN
50136,2,VEGETABLES,Garlic,1 month,,SHELF
50136,3,BAKERY,"Cakes, fruit cake",1 month,,SHELF
50136,4,SOY,"Soy or rice beverage, Textured soy protein (TSP)",3-4 months,opened,SHELF
50136,5,FROZEN_ITEM,"Shrimp, shellfish",12 months,,FROZEN
50136,6,BAKING,"Flour, white",6-12 months,unopened,SHELF
50136,7,DELI_ITEM,"Salads, vegetable",3-5 days,,REFRIGERATED
50136,8,SHELF_ITEM,"Fruits, dried",6 months,unopened,SHELF
50136,9,SMOKEDFISH,"Salmon, whitefish, hot smoked",6 months,vacuum pkg,FROZEN
50136,10,SHELF_ITEM,"Coffee, non-vacuum bag ground, in cans",2 weeks,opened,REFRIGERATED
50136,11,FROZEN_ITEM,"Pancakes, Waffles",3-4 days,,THAWED
50136,12,SHELF_ITEM,"Jerky, homemade",1-2 months,opened,REFRIGERATED
50136,13,VEGETABLES,Tomatoes,2-3 days,,REFRIGERATED
50136,14,FROZEN_ITEM,Ice cream,2-4 months,,FROZEN
50136,15,FRUIT,Kiwi Fruit,,Do not freeze,FROZEN
50136,16,SHELF_ITEM,Dry egg noodles,1-2 months,opened,SHELF
50136,17,SHELF_ITEM,Spaghetti sauce in jars,4 days,opened,REFRIGERATED
50137,1,DELI_ITEM,Meats covered with gravy or broth,1-2 days,,REFRIGERATED
50137,2,SHELLFISH,"Crab meat, pasteurized",4 months,,FROZEN
50137,3,BAKERY,"Cakes, angel food",2 months,,FROZEN
50137,4,SHELF_ITEM,"Coffee, instant, jars and tins",3-4 months,,FROZEN
50137,5,SHELF_ITEM,"Spices, paprika, red pepper, & chili powder",2 years,opened,REFRIGERATED
50137,6,SHELF_ITEM,"Milk, canned evaporated",12 months,unopened,SHELF
50137,7,CONDIMENTS,Pickles,12 months,unopened,SHELF
50137,8,SHELF_ITEM,"Garlic, chopped",date on jar,opened,REFRIGERATED
50137,9,PROCESSED_MEAT,"Lunch meats, sealed in package",2 weeks,,REFRIGERATED
50137,10,VEGETABLES,Beets,7-10 days,,REFRIGERATED
50137,11,SHELF_ITEM,"Gelatin, flavored",3-4 months,opened,SHELF
50138,1,SHELF_ITEM,"Soda such as carbonated cola drinks, mixers: diet sodas, bottles or cans",1 week,opened,SHELF
50138,2,FRUIT,Melons,1-2 days,,SHELF
50138,3,DIARY,Butter,6-9 months,,FROZEN
50138,4,VEGETABLES,"Carrots, parsnips",3 weeks,,REFRIGERATED
50138,5,FRUIT,Coconuts,1 week,fresh,SHELF
50138,6,VEGETABLES,"Artichokes, whole",,Do not freeze,FROZEN
50138,7,DIARY,"Aerosol can, real whipped cream",,Do not freeze,FROZEN
50138,8,BAKERY,"Cakes, angel food",1 week,,REFRIGERATED
50138,9,PROCESSED_POULTRY,Pieces covered with broth or gravy,1-2 days,,REFRIGERATED
50138,10,VEGETABLES,"Onions, dry",10-12 months,,FROZEN
50138,11,VEGETABLES,Mushrooms,10-12 months,,FROZEN
50138,12,DELI_ITEM,"Main dishes or meals, hot or refrigerated",3-4 days,,REFRIGERATED
50138,13,SHELF_ITEM,"Coffee, instant, jars and tins",3-4 months,,FROZEN
50138,14,VEGETABLES,"Lettuce, leaf",3-7 days,,REFRIGERATED
50139,1,FRESH_MEAT,"Variety meats (liver, tongue, chitterlings, etc.)",3-4 months,,FROZEN
50139,2,BAKERY,"Croissants, butter",1 week,,REFRIGERATED
50139,3,SHELF_ITEM,"Milk, canned evaporated",4-5 days,opened,REFRIGERATED
50139,4,CONDIMENTS,Mustard,12 months,unopened,SHELF
50139,5,DIARY,"Eggs, raw whites, yolks*",12 months,,FROZEN
50139,6,SHELF_ITEM,"Gelatin, flavored",18 months,unopened,SHELF
50139,7,FROZEN_ITEM,Egg substitutes,12 months,,FROZEN
50139,8,BAKERY,"Pastries, danish",1 week,,REFRIGERATED
