OrderId,OrderItemId,ProductType,ProductItem,ProductPeriod,ProductDetails,ProductStorage,Quantity
20128,1,DIARY,"Cheese, processed slices",1-2 months,,REFRIGERATED,40
20128,2,DIARY,"Eggs, in shell",3-5 weeks,,REFRIGERATED,58
20128,3,DIARY,Margarine,12 months,,FROZEN,44
20128,4,DIARY,"Milk, plain or flavored",1 week,,REFRIGERATED,52
20128,5,SOY,Tofu,1 week,,REFRIGERATED,40
20128,6,PROCESSED_MEAT,Bacon,1 week,,REFRIGERATED,52
20128,7,PROCESSED_MEAT,"Ham, canned (""keep refrigerated"" label)",6-9 months,,REFRIGERATED,48
20128,8,FRUIT,Apples,1-2 days,,SHELF,48
20128,9,FRUIT,Bananas,Until ripe,,SHELF,54
20128,10,VEGETABLES,Tomatoes,Until ripe,,SHELF,54
20128,11,SHELF_ITEM,"Rice, white or wild",2 years,unopened,SHELF,40
20128,12,FRUIT,Melons,3-4 days,,REFRIGERATED,52
20128,13,BAKERY,"Rolls, filled, meat or vegetables",3-4 days,,REFRIGERATED,46
20128,14,SHELLFISH,"Cooked shellfish, all",3 months,,FROZEN,56
20128,15,SHELF_ITEM,"Yeast, dry, packets and jars",Use by date,opened,REFRIGERATED,56
20128,16,PROCESSED_MEAT,"Ham, cook before eating",1 week,,REFRIGERATED,48
20128,17,SHELF_ITEM,"Tomatoes, sun dried, packed in oil",6-12 months,opened,REFRIGERATED,40
20128,18,FROZEN_ITEM,"Pancakes, Waffles",2 months,,FROZEN,50
20128,19,DIARY,"Cottage cheese, ricotta",,Do not freeze,FROZEN,54
20128,20,SHELF_ITEM,Spaghetti sauce in jars,4 days,opened,REFRIGERATED,50
20128,21,BAKERY,"Cakes, made from mix",4 months,,FROZEN,40
20128,22,DIARY,"Egg substitutes, liquid",3 days,opened,REFRIGERATED,58
20128,23,FRESH_MEAT,Ground meat,1-2 days,,REFRIGERATED,56
20128,24,DELI_ITEM,Commercial brand vacuum packed dinners with USDA seal,,Do not freeze,FROZEN,40
20128,25,FROZEN_ITEM,"Pancakes, Waffles",3-4 days,,THAWED,54
20128,26,CONDIMENTS,"Olives, black and green",2 weeks,opened,REFRIGERATED,58
20128,27,BAKING,"Cornmeal, stone ground or blue",2-3 months,opened,REFRIGERATED,56
20128,28,VEGETABLES,"Artichokes, whole",1-2 weeks,,REFRIGERATED,48
20128,29,DELI_ITEM,"Salads, vegetable",,Do not freeze,FROZEN,58
20128,30,FROZEN_ITEM,"Fish, raw",6 months,,FROZEN,42
20128,31,BAKING,"Flour, whole wheat",6-8 months,opened,REFRIGERATED,40
20128,32,DELI_ITEM,"Side dishes such as cooked vegetables, rice or potatoes",3-4 days,,REFRIGERATED,42
20128,33,FISH,Surimi seafood,9 months,,FROZEN,54
20128,34,SOY,Miso,3 months,,REFRIGERATED,42
20128,35,BEVERAGES,"Juice in cartons, fruit drinks, punch",7-10 days,opened,REFRIGERATED,50
20128,36,DIARY,"Cheese, hard (such as cheddar,  swiss, block parmesan)",3-4 weeks,opened,REFRIGERATED,44
20129,1,DIARY,"Cheese, processed slices",1-2 months,,REFRIGERATED,56
20129,2,DIARY,"Eggs, in shell",3-5 weeks,,REFRIGERATED,48
20129,3,DIARY,Margarine,12 months,,FROZEN,54
20129,4,DIARY,"Milk, plain or flavored",1 week,,REFRIGERATED,54
20129,5,SOY,Tofu,1 week,,REFRIGERATED,56
20129,6,PROCESSED_MEAT,Bacon,1 week,,REFRIGERATED,54
20129,7,PROCESSED_MEAT,"Ham, canned (""keep refrigerated"" label)",6-9 months,,REFRIGERATED,44
20129,8,FRUIT,Apples,1-2 days,,SHELF,42
20129,9,FRUIT,Bananas,Until ripe,,SHELF,44
20129,10,VEGETABLES,Tomatoes,Until ripe,,SHELF,40
20129,11,SHELF_ITEM,"Rice, white or wild",2 years,unopened,SHELF,42
20129,12,DIARY,"Shredded cheddar, mozzarella, etc.",3-4 months,,FROZEN,44
20129,13,FROZEN_ITEM,Bagels,2 months,,FROZEN,42
20129,14,PROCESSED_MEAT,"Lunch meats, sealed in package",2 weeks,,REFRIGERATED,44
20129,15,SHELF_ITEM,"Baby food, jars or cans, fruits & vegetables",2-3 days,opened,REFRIGERATED,54
20129,16,DIARY,"Cheese, processed slices",1-2 months,,REFRIGERATED,56
20129,17,SHELLFISH,"Crab meat, fresh",1-2 days,,REFRIGERATED,50
20129,18,CRACKERS,Crackers,3-4 months,opened,REFRIGERATED,52
20129,19,BAKERY,"Rolls, yeast, baked",1 week,,REFRIGERATED,40
20129,20,VEGETABLES,Mushrooms,10-12 months,,FROZEN,42
20129,21,VEGETABLES,Corn on the cob,1-2 days,,REFRIGERATED,56
20129,22,DELI_ITEM,"Luncheon meats, store-sliced",1-2 months,,FROZEN,58
20129,23,PROCESSED_MEAT,"Hot dogs, sealed in package",1-2 months,,FROZEN,46
20129,24,VEGETABLES,"Broccoli, raab, rapini",10-12 months,,FROZEN,48
20129,25,FROZEN_ITEM,"Shrimp, shellfish",1-2 days,,THAWED,46
20129,26,BAKERY,"Pies, mincemeat",1 week,,REFRIGERATED,48
20129,27,DOUGH,Cookie dough,Use by date,unopened,REFRIGERATED,52
20129,28,FRESH_MEAT,"Variety meats (liver, tongue, chitterlings, etc.)",3-4 months,,FROZEN,40
20129,29,PROCESSED_POULTRY,"Lunch meats, after opening",3-5 days,,REFRIGERATED,50
20129,30,FRESH_MEAT,Ground meat,3-4 months,,FROZEN,48
20129,31,CONDIMENTS,Mustard,12 months,opened,REFRIGERATED,54
20129,32,BAKERY,"Cakes, chocolate",4 months,,FROZEN,42
20129,33,FROZEN_ITEM,"TV Dinners, entrees,  breakfast",3 months,,FROZEN,50
20130,1,DIARY,"Cheese, processed slices",1-2 months,,REFRIGERATED,44
20130,2,DIARY,"Eggs, in shell",3-5 weeks,,REFRIGERATED,40
20130,3,DIARY,Margarine,12 months,,FROZEN,56
20130,4,DIARY,"Milk, plain or flavored",1 week,,REFRIGERATED,56
20130,5,SOY,Tofu,1 week,,REFRIGERATED,56
20130,6,PROCESSED_MEAT,Bacon,1 week,,REFRIGERATED,42
20130,7,PROCESSED_MEAT,"Ham, canned (""keep refrigerated"" label)",6-9 months,,REFRIGERATED,44
20130,8,FRUIT,Apples,1-2 days,,SHELF,42
20130,9,FRUIT,Bananas,Until ripe,,SHELF,54
20130,10,VEGETABLES,Tomatoes,Until ripe,,SHELF,48
20130,11,SHELF_ITEM,"Rice, white or wild",2 years,unopened,SHELF,58
20130,12,SHELF_ITEM,"Garlic, commercial jars",date on jar,opened,REFRIGERATED,56
20130,13,DELI_ITEM,Pudding,,Do not freeze,FROZEN,52
20130,14,CONDIMENTS,"Horseradish, in jar",3-4 months,opened,REFRIGERATED,46
20130,15,DIARY,"Dips, sour cream based",2 weeks,,REFRIGERATED,44
20130,16,FROZEN_ITEM,Guacamole,3-4 months,,FROZEN,46
20130,17,DIARY,"Aerosol can, real whipped cream",,Do not freeze,FROZEN,58
20130,18,PROCESSED_POULTRY,"Chicken nuggets, patties",1-2 days,,REFRIGERATED,42
20130,19,VEGETABLES,Mushrooms,10-12 months,,FROZEN,50
20130,20,PROCESSED_POULTRY,"Lunch meats, after opening",3-5 days,,REFRIGERATED,44
20130,21,DIARY,"Cheese, hard (such as cheddar,  swiss, block parmesan)",6 months,,FROZEN,46
20130,22,BAKERY,"Rolls, filled, meat or vegetables",3-4 days,,REFRIGERATED,58
20130,23,VEGETABLES,Mushrooms,2-3 days,,REFRIGERATED,46
20130,24,VEGETABLES,Cauliflower,10-12 months,,FROZEN,52
20130,25,DELI_ITEM,Olives,2 weeks,,REFRIGERATED,58
20130,26,VEGETABLES,"Artichokes, whole",1-2 weeks,,REFRIGERATED,52
20130,27,FISH,"Fatty fish (bluefish, mackerel, mullet, salmon, tuna, etc.)",2-3 months,,FROZEN,58
20130,28,PASTA,"Pasta, fresh",1-2 days,,REFRIGERATED,54
20130,29,VEGETABLES,Beets,6-8 months,,FROZEN,42
20130,30,CONDIMENTS,"Salsa, picante & taco sauces",1 month,opened,REFRIGERATED,54
20130,31,BAKERY,"Doughnuts, glazed or cake, dairy cream filled",3-4 days,,REFRIGERATED,50
20130,32,SHELF_ITEM,"Rice, white or wild",6 months,opened,REFRIGERATED,50
20130,33,SMOKEDFISH,"Salmon, whitefish, hot smoked",14 days,,REFRIGERATED,54
20130,34,SHELF_ITEM,"Gravy, jars and cans",1-2 days,opened,REFRIGERATED,50
20130,35,DELI_ITEM,Pudding,Package date,unopened,REFRIGERATED,54
20131,1,DIARY,"Cheese, processed slices",1-2 months,,REFRIGERATED,40
20131,2,DIARY,"Eggs, in shell",3-5 weeks,,REFRIGERATED,44
20131,3,DIARY,Margarine,12 months,,FROZEN,42
20131,4,DIARY,"Milk, plain or flavored",1 week,,REFRIGERATED,48
20131,5,SOY,Tofu,1 week,,REFRIGERATED,44
20131,6,PROCESSED_MEAT,Bacon,1 week,,REFRIGERATED,52
20131,7,PROCESSED_MEAT,"Ham, canned (""keep refrigerated"" label)",6-9 months,,REFRIGERATED,40
20131,8,FRUIT,Apples,1-2 days,,SHELF,52
20131,9,FRUIT,Bananas,Until ripe,,SHELF,58
20131,10,VEGETABLES,Tomatoes,Until ripe,,SHELF,52
20131,11,SHELF_ITEM,"Rice, white or wild",2 years,unopened,SHELF,58
20131,12,FRUIT,Apples,8 months,Cooked,FROZEN,48
20131,13,FROZEN_ITEM,Soy meat substitutes,3-4 days,,THAWED,42
20131,14,PROCESSED_MEAT,"Ham, canned (""keep refrigerated"" label)",,Do not freeze,FROZEN,52
20131,15,DELI_ITEM,"Fruit, cut",Package date,unopened,REFRIGERATED,58
20131,16,VEGETABLES,Cabbage,1-2 weeks,,REFRIGERATED,42
20131,17,BAKERY,"Bread, commercial*",3 months,,FROZEN,46
20131,18,DIARY,"Eggs, in shell",3-5 weeks,,REFRIGERATED,48
20131,19,FRUIT,"Papaya, mango",1 week,,REFRIGERATED,56
20131,20,FRUIT,Bananas,2 days,skin will blacken,REFRIGERATED,42
20131,21,PASTA,"Pasta, fresh",package date,,REFRIGERATED,58
20131,22,DIARY,Buttermilk,3 months,,FROZEN,46
20131,23,PROCESSED_MEAT,"Ham, cook before eating",1-2 months,,FROZEN,40
20131,24,FRUIT,Avocados,,Do not freeze,FROZEN,50
20131,25,SHELF_ITEM,"Juice, boxes",8-12 days,opened,REFRIGERATED,40
20131,26,VEGETABLES,Eggplant,3-4 days,,REFRIGERATED,42
20131,27,BAKERY,"Cakes, angel food",1 week,,REFRIGERATED,40
20131,28,BAKERY,"Cakes, chocolate",4 months,,FROZEN,46
20131,29,VEGETABLES,Spinach,1-2 days,,REFRIGERATED,44
20131,30,VEGETABLES,"Parsley, cilantro",1 week,,REFRIGERATED,54
20132,1,DIARY,"Cheese, processed slices",1-2 months,,REFRIGERATED,44
20132,2,DIARY,"Eggs, in shell",3-5 weeks,,REFRIGERATED,58
20132,3,DIARY,Margarine,12 months,,FROZEN,56
20132,4,DIARY,"Milk, plain or flavored",1 week,,REFRIGERATED,54
20132,5,SOY,Tofu,1 week,,REFRIGERATED,50
20132,6,PROCESSED_MEAT,Bacon,1 week,,REFRIGERATED,44
20132,7,PROCESSED_MEAT,"Ham, canned (""keep refrigerated"" label)",6-9 months,,REFRIGERATED,50
20132,8,FRUIT,Apples,1-2 days,,SHELF,50
20132,9,FRUIT,Bananas,Until ripe,,SHELF,40
20132,10,VEGETABLES,Tomatoes,Until ripe,,SHELF,40
20132,11,SHELF_ITEM,"Rice, white or wild",2 years,unopened,SHELF,46
20132,12,FRUIT,Citrus Fruit,1-2 weeks,,REFRIGERATED,58
20132,13,PROCESSED_MEAT,"Ham, canned (""keep refrigerated"" label)",6-9 months,,REFRIGERATED,48
20132,14,BAKING,Chocolate syrup,6 months,opened,REFRIGERATED,46
20132,15,BAKING,"Cornmeal, stone ground or blue",2-3 months,opened,REFRIGERATED,58
20132,16,PROCESSED_MEAT,"Sausage, raw, bulk type",1-2 days,,REFRIGERATED,54
20132,17,SHELLFISH,"Crab meat, fresh",4 months,,FROZEN,52
20132,18,PESTO,Pesto or Sala,1-2 months,,FROZEN,56
20132,19,PROCESSED_MEAT,"Sausage, smoked links, patties",1 week,,REFRIGERATED,54
20132,20,DIARY,"Eggs, raw whites, yolks*",12 months,,FROZEN,48
20132,21,BAKERY,"Rolls, filled, meat or vegetables",3-4 days,,REFRIGERATED,54
20132,22,VEGETABLES,"Onions, Spring or green",1-2 weeks,,REFRIGERATED,40
20132,23,VEGETABLES,Potatoes,1-2 weeks,,REFRIGERATED,48
20132,24,PASTA,"Pasta, fresh",1-2 days,,REFRIGERATED,52
20132,25,PROCESSED_POULTRY,"Lunch meats, after opening",1-2 months,,FROZEN,56
20132,26,PROCESSED_MEAT,Bacon,1 week,,REFRIGERATED,56
20132,27,SHELF_ITEM,"Baby food, formula",1-2 days,opened,REFRIGERATED,48
20132,28,FISH,"Fatty fish (bluefish, mackerel, mullet, salmon, tuna, etc.)",1-2 days,,REFRIGERATED,52
20132,29,FROZEN_ITEM,"Burritos, sandwiches",3-4 days,,THAWED,50
20132,30,PROCESSED_POULTRY,Rotisserie chicken,4 months,,FROZEN,56
20132,31,BAKERY,Quiche,3-4 days,,REFRIGERATED,58
20132,32,FROZEN_ITEM,"Pancakes, Waffles",2 months,,FROZEN,52
20132,33,DIARY,Kefir (fermented milk),,Do not freeze,FROZEN,48
20132,34,FRESH_MEAT,Cooked meats (after home cooking),3-4 days,,REFRIGERATED,42
20132,35,DELI_ITEM,"Fruit, cut",4 days,opened,REFRIGERATED,42
20132,36,CONDIMENTS,"Olives, black and green",2 weeks,opened,REFRIGERATED,50
20132,37,FROZEN_ITEM,"TV Dinners, entrees,  breakfast",3 months,,FROZEN,54
20132,38,VEGETABLES,Asparagus,8 months,,FROZEN,52
20132,39,VEGETABLES,Beets,7-10 days,,REFRIGERATED,56
20133,1,DIARY,"Cheese, processed slices",1-2 months,,REFRIGERATED,58
20133,2,DIARY,"Eggs, in shell",3-5 weeks,,REFRIGERATED,48
20133,3,DIARY,Margarine,12 months,,FROZEN,48
20133,4,DIARY,"Milk, plain or flavored",1 week,,REFRIGERATED,56
20133,5,SOY,Tofu,1 week,,REFRIGERATED,52
20133,6,PROCESSED_MEAT,Bacon,1 week,,REFRIGERATED,44
20133,7,PROCESSED_MEAT,"Ham, canned (""keep refrigerated"" label)",6-9 months,,REFRIGERATED,42
20133,8,FRUIT,Apples,1-2 days,,SHELF,40
20133,9,FRUIT,Bananas,Until ripe,,SHELF,44
20133,10,VEGETABLES,Tomatoes,Until ripe,,SHELF,44
20133,11,SHELF_ITEM,"Rice, white or wild",2 years,unopened,SHELF,44
20133,12,SHELF_ITEM,"Soda such as carbonated cola drinks, mixers: diet sodas, bottles or cans",2-3 days,opened,REFRIGERATED,42
20133,13,PROCESSED_POULTRY,Rotisserie chicken,4 months,,FROZEN,46
20133,14,FROZEN_ITEM,"Shrimp, shellfish",1-2 days,,THAWED,46
20133,15,DELI_ITEM,Meats covered with gravy or broth,1-2 days,,REFRIGERATED,52
20133,16,SHELLFISH,Lobster tails,1-2 days,,REFRIGERATED,54
20133,17,SHELLFISH,"Live clams, mussels, crab and oysters",2-3 months,,FROZEN,42
20133,18,DELI_ITEM,"Main dishes or meals, hot or refrigerated",2-3 months,,FROZEN,48
20133,19,VEGETABLES,Celery,1-2 weeks,,REFRIGERATED,40
20133,20,DIARY,"Milk, plain or flavored",3 months,,FROZEN,54
20133,21,VEGETABLES,Potatoes,1-2 weeks,,REFRIGERATED,52
20133,22,SHELF_ITEM,"Nuts, jars or cans",9-12 months,opened,FROZEN,56
20133,23,VEGETABLES,Leeks,10-12 months,,FROZEN,56
20133,24,VEGETABLES,"Parsley, cilantro",1 week,,REFRIGERATED,44
20133,25,FROZEN_ITEM,Tempeh,12 months,,FROZEN,54
20133,26,PROCESSED_MEAT,Bacon,1 week,,REFRIGERATED,50
20133,27,SHELF_ITEM,"Canned goods, low acid (such as meat, poultry, fish, gravy, stew, soups, beans, carrots, corn, pasta, peas, potatoes, spinach)",3-4 days,opened,REFRIGERATED,44
20133,28,FRUIT,"Papaya, mango",,Do not freeze,FROZEN,48
20133,29,BAKERY,"Pies, cream",3-4 days,,REFRIGERATED,50
20133,30,FROZEN_ITEM,"Sherbet, sorbet",2-4 months,,FROZEN,42
20133,31,SMOKEDFISH,"Salmon, whitefish, cold-smoked",5-8 days,,REFRIGERATED,42
20133,32,CONDIMENTS,"Ketchup, Cocktail or Chili sauce",6 months,opened,REFRIGERATED,58
20134,1,DIARY,"Cheese, processed slices",1-2 months,,REFRIGERATED,156
20134,2,DIARY,"Eggs, in shell",3-5 weeks,,REFRIGERATED,132
20134,3,DIARY,Margarine,12 months,,FROZEN,168
20134,4,DIARY,"Milk, plain or flavored",1 week,,REFRIGERATED,144
20134,5,SOY,Tofu,1 week,,REFRIGERATED,132
20134,6,PROCESSED_MEAT,Bacon,1 week,,REFRIGERATED,168
20134,7,PROCESSED_MEAT,"Ham, canned (""keep refrigerated"" label)",6-9 months,,REFRIGERATED,120
20134,8,FRUIT,Apples,1-2 days,,SHELF,156
20134,9,FRUIT,Bananas,Until ripe,,SHELF,144
20134,10,VEGETABLES,Tomatoes,Until ripe,,SHELF,162
20134,11,SHELF_ITEM,"Rice, white or wild",2 years,unopened,SHELF,150
20134,12,DELI_ITEM,Cheesecake,1 week,,REFRIGERATED,168
20134,13,SHELF_ITEM,"Baby food, formula",1-2 days,opened,REFRIGERATED,156
20134,14,SHELF_ITEM,"Jams, jellies, preserves",6 months,opened,REFRIGERATED,126
20134,15,VEGETABLES,"Lettuce, leaf",3-7 days,,REFRIGERATED,138
20134,16,SHELLFISH,"Crab legs, king, dungeness, snow",9-12 months,,FROZEN,174
20134,17,BAKERY,"Rolls, filled, meat or vegetables",3-4 days,,REFRIGERATED,144
20134,18,VEGETABLES,Spinach,1-2 days,,REFRIGERATED,138
20134,19,FRUIT,Citrus Fruit,,Do not freeze,FROZEN,150
20134,20,SHELF_ITEM,"Syrup, genuine or real maple",12 months,opened,REFRIGERATED,144
20134,21,DIARY,"Cream, half-and-half",3-4 days,,REFRIGERATED,120
20134,22,DIARY,"Eggs, in shell",3-5 weeks,,REFRIGERATED,138
20134,23,DIARY,"Aerosol can, real whipped cream",,Do not freeze,FROZEN,126
20134,24,PESTO,Pesto or Sala,3 days,opened,REFRIGERATED,174
20134,25,DIARY,"Aerosol can, nondairy topping",3 months,,REFRIGERATED,162
20134,26,BAKERY,"Cakes, chocolate",4 months,,FROZEN,174
20134,27,DIARY,"Eggs, hard cooked",,Do not freeze,FROZEN,168
20134,28,CONDIMENTS,Pickles,1-2 weeks,opened,REFRIGERATED,138
20134,29,VEGETABLES,Mushrooms,2-3 days,,REFRIGERATED,132
20134,30,BAKERY,"Bread, flat (tortillas, pita)",4 months,,FROZEN,120
20134,31,FROZEN_ITEM,"TV Dinners, entrees,  breakfast",,Do not defrost. Cook frozen.,THAWED,174
20134,32,BAKERY,"Doughnuts, glazed or cake",1 month,,FROZEN,156
20134,33,BAKING,Chocolate syrup,6 months,opened,REFRIGERATED,132
20134,34,VEGETABLES,"Parsley, cilantro",1 week,,REFRIGERATED,138
20134,35,VEGETABLES,Radishes,10-14 days,,REFRIGERATED,162
20134,36,SHELLFISH,"Shucked clams, mussels and oysters",1-2 days,,REFRIGERATED,174
20134,37,CONDIMENTS,Pickles,1-2 weeks,opened,REFRIGERATED,144
20134,38,BAKERY,"Bread, flat (tortillas, pita)",4 months,,FROZEN,138
20135,1,DIARY,"Cheese, processed slices",1-2 months,,REFRIGERATED,174
20135,2,DIARY,"Eggs, in shell",3-5 weeks,,REFRIGERATED,132
20135,3,DIARY,Margarine,12 months,,FROZEN,174
20135,4,DIARY,"Milk, plain or flavored",1 week,,REFRIGERATED,144
20135,5,SOY,Tofu,1 week,,REFRIGERATED,132
20135,6,PROCESSED_MEAT,Bacon,1 week,,REFRIGERATED,120
20135,7,PROCESSED_MEAT,"Ham, canned (""keep refrigerated"" label)",6-9 months,,REFRIGERATED,120
20135,8,FRUIT,Apples,1-2 days,,SHELF,156
20135,9,FRUIT,Bananas,Until ripe,,SHELF,132
20135,10,VEGETABLES,Tomatoes,Until ripe,,SHELF,138
20135,11,SHELF_ITEM,"Rice, white or wild",2 years,unopened,SHELF,162
20135,12,VEGETABLES,Eggplant,6-8 months,,FROZEN,162
20135,13,DIARY,Butter,6-9 months,,FROZEN,174
20135,14,BAKERY,"Cookies, bakery or homemade",8-12 months,,FROZEN,174
20135,15,DIARY,"Egg substitutes, liquid",3 days,opened,REFRIGERATED,126
20135,16,VEGETABLES,Asparagus,8 months,,FROZEN,126
20135,17,BAKERY,"Cakes, angel food",2 months,,FROZEN,150
20135,18,DELI_ITEM,Pate,1-2 days,,REFRIGERATED,120
20135,19,FROZEN_ITEM,"Bread Dough, commercial",4-7 days,After baking,THAWED,168
20135,20,PASTA,"Pasta, fresh",package date,,REFRIGERATED,156
20135,21,SOY,"Soy or rice beverage, refrigerated",,Do not freeze,FROZEN,174
20135,22,DIARY,"Cheese, soft (such as Brie, Bel Paese)",6 months,,FROZEN,126
20135,23,SMOKEDFISH,"Salmon, whitefish, hot smoked",package date,,REFRIGERATED,132
20135,24,BAKERY,"Bread, commercial*",3 months,,FROZEN,120
20135,25,FRUIT,Coconuts,2-3 weeks,fresh,REFRIGERATED,132
20135,26,DIARY,"Eggs, hard cooked",,Do not freeze,FROZEN,162
20135,27,FRESH_POULTRY,"Chicken or turkey, parts",1-2 days,,REFRIGERATED,174
20135,28,BAKERY,"Bread, commercial*",3 months,,FROZEN,144
20135,29,SHELLFISH,"Crab meat, pasteurized",4 months,,FROZEN,126
20135,30,BAKERY,"Rolls, yeast, baked",2 months,,FROZEN,156
20135,31,DIARY,"Eggs, raw whites, yolks*",12 months,,FROZEN,126
20135,32,FRUIT,Apricots,2-3 days,,REFRIGERATED,138
20135,33,BEVERAGES,"Juice in cartons, fruit drinks, punch",8-12 months,,FROZEN,144
20135,34,FRUIT,Citrus Fruit,1-2 weeks,,REFRIGERATED,150
20135,35,PROCESSED_MEAT,"Sausage, raw, bulk type",1-2 days,,REFRIGERATED,132
20136,1,DIARY,"Cheese, processed slices",1-2 months,,REFRIGERATED,138
20136,2,DIARY,"Eggs, in shell",3-5 weeks,,REFRIGERATED,174
20136,3,DIARY,Margarine,12 months,,FROZEN,162
20136,4,DIARY,"Milk, plain or flavored",1 week,,REFRIGERATED,162
20136,5,SOY,Tofu,1 week,,REFRIGERATED,126
20136,6,PROCESSED_MEAT,Bacon,1 week,,REFRIGERATED,156
20136,7,PROCESSED_MEAT,"Ham, canned (""keep refrigerated"" label)",6-9 months,,REFRIGERATED,138
20136,8,FRUIT,Apples,1-2 days,,SHELF,120
20136,9,FRUIT,Bananas,Until ripe,,SHELF,156
20136,10,VEGETABLES,Tomatoes,Until ripe,,SHELF,138
20136,11,SHELF_ITEM,"Rice, white or wild",2 years,unopened,SHELF,138
20136,12,DIARY,"Milk, plain or flavored",1 week,,REFRIGERATED,162
20136,13,FROZEN_ITEM,"Burritos, sandwiches",3-4 days,,THAWED,126
20136,14,SHELLFISH,"Live clams, mussels, crab and oysters",1-2 days,,REFRIGERATED,126
20136,15,VEGETABLES,"Beans, green or wax",8 months,,FROZEN,168
20136,16,DELI_ITEM,Cheesecake,2-3 months,,FROZEN,120
20136,17,SMOKEDFISH,"Salmon, whitefish, hot smoked",6 months,vacuum pkg,FROZEN,162
20136,18,VEGETABLES,Celery,1-2 weeks,,REFRIGERATED,120
20136,19,BAKERY,"Rolls, filled, meat or vegetables",2 months,,FROZEN,156
20136,20,VEGETABLES,"Onions, Spring or green",1-2 weeks,,REFRIGERATED,138
20136,21,BAKING,"Cornmeal, regular, degerminated",12 months,opened,REFRIGERATED,138
20136,22,CONDIMENTS,"Ketchup, Cocktail or Chili sauce",6 months,opened,REFRIGERATED,120
20136,23,SOY,Miso,3 months,,REFRIGERATED,144
20136,24,FROZEN_ITEM,"Bread Dough, commercial",Use-by date,,FROZEN,132
20136,25,SHELF_ITEM,"Bacon Bits, Imitation",refer to jar,opened,REFRIGERATED,126
20136,26,SHELF_ITEM,"Canned goods, low acid (such as meat, poultry, fish, gravy, stew, soups, beans, carrots, corn, pasta, peas, potatoes, spinach)",3-4 days,opened,REFRIGERATED,144
20136,27,DIARY,"Aerosol can, real whipped cream",,Do not freeze,FROZEN,162
20136,28,DIARY,Cream cheese,,Do not freeze,FROZEN,168
20136,29,SMOKEDFISH,"Salmon, whitefish, hot smoked",6 months,vacuum pkg,FROZEN,156
20136,30,SHELF_ITEM,"Rice, brown",6 months,opened,REFRIGERATED,174
20136,31,VEGETABLES,Turnips,8-10 months,,FROZEN,132
20137,1,DIARY,"Cheese, processed slices",1-2 months,,REFRIGERATED,120
20137,2,DIARY,"Eggs, in shell",3-5 weeks,,REFRIGERATED,174
20137,3,DIARY,Margarine,12 months,,FROZEN,132
20137,4,DIARY,"Milk, plain or flavored",1 week,,REFRIGERATED,168
20137,5,SOY,Tofu,1 week,,REFRIGERATED,174
20137,6,PROCESSED_MEAT,Bacon,1 week,,REFRIGERATED,120
20137,7,PROCESSED_MEAT,"Ham, canned (""keep refrigerated"" label)",6-9 months,,REFRIGERATED,150
20137,8,FRUIT,Apples,1-2 days,,SHELF,132
20137,9,FRUIT,Bananas,Until ripe,,SHELF,132
20137,10,VEGETABLES,Tomatoes,Until ripe,,SHELF,174
20137,11,SHELF_ITEM,"Rice, white or wild",2 years,unopened,SHELF,162
20137,12,FROZEN_ITEM,"Burritos, sandwiches",2 months,,FROZEN,150
20137,13,SHELF_ITEM,"Rice, brown",6 months,opened,REFRIGERATED,120
20137,14,SHELF_ITEM,"Yeast, dry, packets and jars",Use by date,opened,REFRIGERATED,120
20137,15,FROZEN_ITEM,"Fish, raw",1-2 days,,THAWED,144
20137,16,SMOKEDFISH,"Salmon, whitefish, hot smoked",package date,,REFRIGERATED,174
20137,17,PROCESSED_MEAT,"Ham, fully cooked, whole",1-2 months,,FROZEN,132
20137,18,VEGETABLES,Asparagus,3-4 days,,REFRIGERATED,156
20137,19,SHELF_ITEM,"Coffee, whole beans",3-4 months,,FROZEN,144
20137,20,FROZEN_ITEM,"Sausages, uncooked",1-2 days,,THAWED,162
20137,21,DIARY,"Shredded cheddar, mozzarella, etc.",1 month,,REFRIGERATED,132
20137,22,VEGETABLES,Cabbage,1-2 weeks,,REFRIGERATED,156
20137,23,FRUIT,Avocados,,Do not freeze,FROZEN,168
20137,24,SHELLFISH,"Crab meat, pasteurized",6 months,unopened,REFRIGERATED,126
20137,25,VEGETABLES,"Beans, green or wax",8 months,,FROZEN,168
20137,26,CONDIMENTS,Mustard,12 months,opened,REFRIGERATED,144
20137,27,DIARY,"Cream, half-and-half",4 months,,FROZEN,132
20137,28,DELI_ITEM,"Salads containing meat, fish, poultry or eggs",,Do not freeze,FROZEN,162
20137,29,FROZEN_ITEM,Guacamole,3-4 days,,THAWED,168
20137,30,SHELF_ITEM,"Tomatoes, sun dried, packed in oil",6-12 months,opened,REFRIGERATED,126
20137,31,VEGETABLES,Greens,10-12 months,,FROZEN,132
20137,32,DOUGH,Cookie dough,Use by date,unopened,REFRIGERATED,126
20137,33,DIARY,Kefir (fermented milk),,Do not freeze,FROZEN,150
20137,34,FRESH_POULTRY,"Duckling or goose, whole",6 months,,FROZEN,132
20137,35,FRUIT,Kiwi Fruit,3-4 days,,REFRIGERATED,132
20137,36,SOY,Miso,,Do not freeze,FROZEN,168
20138,1,DIARY,"Cheese, processed slices",1-2 months,,REFRIGERATED,168
20138,2,DIARY,"Eggs, in shell",3-5 weeks,,REFRIGERATED,126
20138,3,DIARY,Margarine,12 months,,FROZEN,162
